pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
48,Western Kingbird,Dusky-capped Flycatcher,Tyrannus_verticalis,Myiarchus_tuberculifer,Tyrannidae,Tyrannidae,0,0,0.046577029,0.048490028,0.487420268,0.009101998,-2.838899001,-0.698320001,-3.957962342,28.79781301,1.875,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,yes,0,4,5,0,1,3,3,18.3,17.3,17.8,17.3,39.6,17.7,7.510419102,0.248049577,Node22,Myiarchus_tuberculifer,Tyrannus_verticalis,0.897365298,0.166440988,1,1,0,3.515625,0.00216942,0
49,Western Kingbird,Eastern Phoebe,Tyrannus_verticalis,Sayornis_phoebe,Tyrannidae,Tyrannidae,0,0,0.215940613,0.082222596,0.461961981,0.006698091,-2.383550103,-0.750856845,-4.092460877,36.59546793,2.625,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,14.5,14.4,39.6,18.7,6.127295857,0.260283601,Node4,Sayornis_phoebe,Tyrannus_verticalis,0.866201821,0.482444204,1,1,0,6.890625,0.046630348,0
50,Western Kingbird,Say's Phoebe,Tyrannus_verticalis,Sayornis_saya,Tyrannidae,Tyrannidae,0,0,0.60159156,0.257848167,1.730094445,0.030724246,-1.317335,0.55393939,-3.200931639,36.59546793,2.125,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,1,1,18.3,17.3,15.7,14.4,39.6,20.9,7.8702274,0.304333396,Node4,Tyrannus_verticalis,Sayornis_saya,0.799424768,0.391459254,1,1,0,4.515625,0.361912405,1
51,Western Kingbird,Black Phoebe,Tyrannus_verticalis,Sayornis_nigricans,Tyrannidae,Tyrannidae,0,0,0.634798015,0.04965178,0.665222628,0.005921575,-2.81923129,-0.392712823,-4.140080171,36.59546793,3.330357143,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,2,2,18.3,17.3,15.5,14.70369398,39.6,18.65,5.083081651,0.321793605,Node4,Tyrannus_verticalis,Sayornis_nigricans,0.867745915,0.407505872,1,1,0,11.0912787,0.40296852,0
52,Western Kingbird,Greater Pewee,Tyrannus_verticalis,Contopus_pertinax,Tyrannidae,Tyrannidae,0,0,0.64266669,0,0,0,-4.605170186,-4.605170186,-4.605170186,36.59546793,3.25,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,19.13,18.3,39.6,27.2,9.790400843,0.371889059,Node4,Contopus_pertinax,Tyrannus_verticalis,0.612872046,0.21061036,1,1,0,10.5625,0.413020474,0
53,Western Kingbird,Eastern Wood-Pewee,Tyrannus_verticalis,Contopus_virens,Tyrannidae,Tyrannidae,0,0,0.127988718,0.045414462,0.301871779,0.0009551,-2.892914672,-1.16516314,-4.513950178,36.59546793,3.010416667,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,12.9,11.7,39.6,13.9,9.738902729,0.222469041,Node4,Contopus_virens,Tyrannus_verticalis,1.023200996,0.591332181,1,1,0,9.062608509,0.016381112,0
54,Western Kingbird,Western Wood-Pewee,Tyrannus_verticalis,Contopus_sordidulus,Tyrannidae,Tyrannidae,0,0,0.619376027,0.287635795,1.760112238,0.013748343,-1.211884704,0.571042956,-3.740242519,36.59546793,2.5,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,12.9,11.9,39.6,13.1,9.035509698,0.291963756,Node4,Contopus_sordidulus,Tyrannus_verticalis,1.051768457,0.591332181,1,1,0,6.25,0.383626663,0
55,Western Kingbird,Cordilleran Flycatcher,Tyrannus_verticalis,Empidonax_occidentalis,Tyrannidae,Tyrannidae,0,0,0.705850307,0.001388889,0.023148148,0.000126263,-4.475117048,-3.406768431,-4.592622933,36.59546794,2.166666667,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,11.09582499,11.19684533,39.6,11.6,7.517073244,0.422290776,Node4,Tyrannus_verticalis,Empidonax_occidentalis,1.108072209,0.707341607,1,1,0,4.694444446,0.498224656,0
56,Western Kingbird,Pacific-slope Flycatcher,Tyrannus_verticalis,Empidonax_difficilis,Tyrannidae,Tyrannidae,0,0,0.533704153,0.080532213,2.719455959,0.005411436,-2.402049547,1.004102307,-4.172645448,36.59546794,2.828703704,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,11.2,10.28766234,39.6,10.7,7.920233204,0.340772341,Node4,Tyrannus_verticalis,Empidonax_difficilis,1.143934166,0.700704846,1,1,0,8.001564645,0.284840123,0
57,Western Kingbird,Least Flycatcher,Tyrannus_verticalis,Empidonax_minimus,Tyrannidae,Tyrannidae,0,0,0.270394576,0.237784264,3.077932215,0.025516605,-1.395196815,1.127501681,-3.337754945,36.59546794,2.729166667,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,9.8,9.9,39.6,10,7.21070517,0.299721536,Node4,Tyrannus_verticalis,Empidonax_minimus,1.173134274,0.790264939,1,1,0,7.448350696,0.073113227,0
58,Western Kingbird,Hammond's Flycatcher,Tyrannus_verticalis,Empidonax_hammondii,Tyrannidae,Tyrannidae,0,0,0.477840781,0.016636958,0.213701078,0.00076804,-3.625455629,-1.497444592,-4.531172791,36.59546793,2.988888889,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,10.65,10.3,39.6,10.45,9.285907721,0.333065448,Node4,Empidonax_hammondii,Tyrannus_verticalis,1.154221443,0.735758906,1,1,0,8.933456791,0.228331812,0
59,Western Kingbird,Dusky Flycatcher,Tyrannus_verticalis,Empidonax_oberholseri,Tyrannidae,Tyrannidae,0,0,0.706885004,0.039058742,0.224350208,0.000449022,-3.014736883,-1.450938667,-4.561246893,36.59546794,3.25,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,3,3,18.3,17.3,11.2,10.27323087,39.6,10.4,7.746650708,0.297212652,Node4,Empidonax_oberholseri,Tyrannus_verticalis,1.156297242,0.700704846,1,1,0,10.5625,0.499686409,0
60,Western Kingbird,Vermilion Flycatcher,Tyrannus_verticalis,Pyrocephalus_rubinus,Tyrannidae,Tyrannidae,0,0,0.132261139,0.237716738,2.332746655,0.027874441,-1.395469371,0.851324025,-3.273478774,36.59546793,2.9375,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,1,2,2,18.3,17.3,9.24,9.67,39.6,14.4,5.243170078,0.273407618,Node4,Pyrocephalus_rubinus,Tyrannus_verticalis,1.00578373,0.826655414,1,1,0,8.62890625,0.017493009,0
61,Western Kingbird,Lucy's Warbler,Tyrannus_verticalis,Vermivora_luciae,Tyrannidae,Parulidae,0,0,0.889880101,0.281430869,1.804344677,0.062074541,-1.232952457,0.595724343,-2.630054404,133.723291,2.205357143,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,yes,0,4,5,0,1,3,3,18.3,17.3,8.542857143,8.4,39.6,6.6,9.418467291,0.125583632,Node2,Tyrannus_verticalis,Vermivora_luciae,1.338566199,0.872814727,0,1,0,4.863600128,0.791886594,0
62,Western Kingbird,Virginia's Warbler,Tyrannus_verticalis,Vermivora_virginiae,Tyrannidae,Parulidae,0,0,0.857902318,0.149970964,21.96902569,0.028132933,-1.832762955,3.090088621,-3.266676987,133.723291,2.6875,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,9.4,9.4,39.6,8.2,8.659451134,0.353099378,Node2,Vermivora_virginiae,Tyrannus_verticalis,1.254868505,0.816205471,0,1,0,7.22265625,0.735996387,0
63,Western Kingbird,Orange-crowned Warbler,Tyrannus_verticalis,Vermivora_celata,Tyrannidae,Parulidae,0,0,0.360958152,0.070833333,12.04166667,0.023611111,-2.515365861,2.489202963,-3.392898582,133.723291,3.0625,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,11.2,11.1,39.6,8.9,9.05494914,0.216013932,Node2,Tyrannus_verticalis,Vermivora_celata,1.22179288,0.700704846,0,1,0,9.37890625,0.130290787,0
64,Western Kingbird,Yellow Warbler,Tyrannus_verticalis,Dendroica_petechia,Tyrannidae,Parulidae,0,0,0.7472716,0.211774627,2.033423359,0.031591165,-1.506093606,0.714626519,-3.179867514,133.7232911,3.008928572,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,10.82633614,10.68562925,39.6,9.4,8.717217136,0.291987542,Node2,Dendroica_petechia,Tyrannus_verticalis,1.199216173,0.72451319,0,1,0,9.053651151,0.558414844,0
65,Western Kingbird,(Audubon's Warbler) Yellow-rumpedWarbler,Tyrannus_verticalis,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.474932795,0.030890538,0.31728875,0.003089034,-3.196856587,-1.11691247,-4.335980499,133.7232911,2.523809524,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,9.586111111,9.4,39.6,12.1,9.080207396,0.413540028,Node2,Dendroica_coronata,Tyrannus_verticalis,1.088863474,0.80410557,0,1,0,6.369614513,0.22556116,0
66,Western Kingbird,Grace's Warbler,Tyrannus_verticalis,Dendroica_graciae,Tyrannidae,Parulidae,0,0,0.710513983,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.7232911,2.875,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,9.544444444,9.5,39.6,8.1,7.466546496,0.468898277,Node2,Dendroica_graciae,Tyrannus_verticalis,1.259748013,0.806809648,0,1,0,8.265625,0.50483012,0
67,Western Kingbird,Black-throated Gray Warbler,Tyrannus_verticalis,Dendroica_nigrescens,Tyrannidae,Parulidae,0,0,0.701355615,0.019780477,0.578424289,0.003866629,-3.513902234,-0.530307011,-4.278270117,133.7232911,3.333333333,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,9.1,9.1,39.6,8.7,9.109562169,0.434553007,Node2,Tyrannus_verticalis,Dendroica_nigrescens,1.231058931,0.835838888,0,1,0,11.11111111,0.491899699,0
68,Western Kingbird,Louisiana Waterthrush,Tyrannus_verticalis,Seiurus_motacilla,Tyrannidae,Parulidae,0,0,0.058908381,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.723291,3.5625,insectivoreairsallier,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,13.2,13.5,39.6,19.9,8.360096499,0.339479643,Node2,Tyrannus_verticalis,Seiurus_motacilla,0.82952359,0.571562971,0,1,0,12.69140625,0.003470197,0
69,Western Kingbird,Common Yellowthroat,Tyrannus_verticalis,Geothlypis_trichas,Tyrannidae,Parulidae,0,0,0.711277736,0.090504924,0.583014445,0.01255817,-2.297548558,-0.522536521,-3.791657973,133.7232911,2.6875,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,2,2,18.3,17.3,11.08717949,9.25,39.6,9.45,9.409014439,0.39105377,Node2,Tyrannus_verticalis,Geothlypis_trichas,1.197002246,0.707892379,0,1,0,7.22265625,0.505916018,0
70,Western Kingbird,Yellow-breasted Chat,Tyrannus_verticalis,Icteria_virens,Tyrannidae,Parulidae,0,0,0.489325812,0.145178565,1.144633609,0.024484497,-1.863178793,0.143783072,-3.367245418,133.7232911,2.741071429,insectivoreairsallier,NA,NA,omnivorelowercanopyforager,NA,NA,0,0,0,0,0,no,no,0,4,3,0,1,3,3,18.3,17.3,14.1,14.41747285,39.6,27.65,4.701797369,0.366675039,Node2,Icteria_virens,Tyrannus_verticalis,0.599335791,0.510613614,0,1,0,7.513472579,0.23943975,0
71,Western Kingbird,American Redstart,Tyrannus_verticalis,Setophaga_ruticilla,Tyrannidae,Parulidae,0,0,0.222850693,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.7232911,3.861111111,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,1,1,3,0.666666667,no,no,0,4,5,0,1,3,3,18.3,17.3,8.5,8.8,39.6,8.25,10.58907937,0.186364814,Node2,Setophaga_ruticilla,Tyrannus_verticalis,1.252443978,0.875691096,0,1,0,14.90817901,0.049662431,0
72,Western Kingbird,Painted Redstart,Tyrannus_verticalis,Myioborus_pictus,Tyrannidae,Parulidae,0,0,0.653791916,0.003663004,0.084530854,0.001488095,-4.293063537,-2.358829,-4.466443997,133.723291,3.8125,insectivoreairsallier,NA,NA,insectivoreairsallier,insectivorebarkgleaner,insectivoregroundgleaner,1,1,1,3,0.555555556,no,no,0,4,5,0,1,3,3,18.3,17.3,8.3,8.4,39.6,9.8,8.409796256,0.479898207,Node2,Myioborus_pictus,Tyrannus_verticalis,1.181713473,0.889182515,0,1,0,14.53515625,0.427443869,0
73,Western Kingbird,Red-faced Warbler,Tyrannus_verticalis,Cardellina_rubrifrons,Tyrannidae,Parulidae,0,0,0.695435868,0,0,0,-4.605170186,-4.605170186,-4.605170186,133.7232911,3.053571429,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,1,3,3,18.3,17.3,8.6,8.6,39.6,9.8,8.867348417,0.368178233,Node2,Cardellina_rubrifrons,Tyrannus_verticalis,1.181713473,0.868987259,0,1,0,9.324298472,0.483631047,0
74,Western Kingbird,Bridled Titmouse,Tyrannus_verticalis,Baeolophus_wollweberi,Tyrannidae,Paridae,0,0,0.697513017,0.010141093,0.097788498,0.003524863,-3.904993123,-2.227584324,-4.303225584,133.723291,3.31547619,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,yes,0,4,5,0,1,3,3,18.3,17.3,9.42,9.42,39.6,10.4,9.754449528,0.497246639,Node2,Baeolophus_wollweberi,Tyrannus_verticalis,1.156297242,0.814902431,0,0,0,10.99238237,0.486524409,0
75,Western Kingbird,Bushtit,Tyrannus_verticalis,Psaltriparus_minimus,Tyrannidae,Aegithalidae,0,0,0.701853766,0.037225054,1.017763222,0.005953481,-3.052830722,0.027384812,-4.138078229,133.723291,3.464285715,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,4,1,1,3,3,18.3,17.3,7.61,8.12,39.6,5.3,14.04994636,0.117266955,Node2,Tyrannus_verticalis,Psaltriparus_minimus,1.418140437,0.936716546,0,0,0,12.00127552,0.492598709,0
76,Cassin's Kingbird,Sulphur-bellied Flycatcher,Tyrannus_vociferans,Myiodynastes_luteiventris,Tyrannidae,Tyrannidae,0,0,0.710568531,0.255072464,0.883121103,0.016635041,-1.327752041,-0.113033094,-3.625527599,20.43791372,3.26984127,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,yes,0,4,4,1,3,3,3,19.75,18.3,24,23.8,45.6,46.9,5.799814401,0.327912494,Node26,Myiodynastes_luteiventris,Tyrannus_vociferans,0.167660249,0.441475185,1,1,0,10.69186193,0.504907637,0
77,Cassin's Kingbird,Brown-crested Flycatcher,Tyrannus_vociferans,Myiarchus_tyrannulus,Tyrannidae,Tyrannidae,0,0,0.321566717,0.146397985,1.717119013,0.025796444,-1.855351335,0.54645471,-3.32990672,28.79781301,2.458333333,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,yes,0,4,5,0,3,3,3,19.75,18.3,21.6,20.9,45.6,43.8,7.255422445,0.470777234,Node22,Tyrannus_vociferans,Myiarchus_tyrannulus,0.20068358,0.299232056,1,1,0,6.043402776,0.103405153,0
78,Cassin's Kingbird,Ash-throated Flycatcher,Tyrannus_vociferans,Myiarchus_cinerascens,Tyrannidae,Tyrannidae,0,0,0.820451788,0.284723314,1.143852666,0.049030673,-1.221718281,0.143106487,-2.829698089,28.79781301,2.25,insectivoreairsallier,NA,NA,insectivoreairsallier,insectivorelowercanopygleaner,NA,1,1,1,3,0.666666667,no,yes,0,4,5,0,3,3,3,19.75,18.3,19.3,18.8,45.6,28.2,9.918796727,0.344753414,Node22,Tyrannus_vociferans,Myiarchus_cinerascens,0.693242915,0.15181698,1,1,0,5.0625,0.673141136,0
79,Cassin's Kingbird,Dusky-capped Flycatcher,Tyrannus_vociferans,Myiarchus_tuberculifer,Tyrannidae,Tyrannidae,0,0,0.288541384,0.129760331,1.767402563,0.034717554,-1.967826245,0.575153064,-3.107389148,28.79781301,2.142857143,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,yes,0,4,5,0,3,3,3,19.75,18.3,17.8,17.3,45.6,17.7,5.541550537,0.310010092,Node22,Tyrannus_vociferans,Myiarchus_tuberculifer,0.972801664,0.322420586,1,1,0,4.591836735,0.08325613,0
80,Cassin's Kingbird,Eastern Phoebe,Tyrannus_vociferans,Sayornis_phoebe,Tyrannidae,Tyrannidae,0,0,0.063298446,0.05466115,0.167675797,0.000981631,-2.738594722,-1.727794755,-4.511531311,36.59546793,2.964285714,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,3,3,19.75,18.3,14.5,14.4,45.6,18.7,5.99049743,0.190443233,Node4,Sayornis_phoebe,Tyrannus_vociferans,0.944131449,0.55588204,1,1,0,8.786989794,0.004006693,0
81,Cassin's Kingbird,Say's Phoebe,Tyrannus_vociferans,Sayornis_saya,Tyrannidae,Tyrannidae,0,0,0.759068814,0.186556566,2.372538446,0.03500762,-1.626805021,0.868166493,-3.10092347,36.59546793,2.1875,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,1,3,19.75,18.3,15.7,14.4,45.6,20.9,6.210990852,0.330706877,Node4,Sayornis_saya,Tyrannus_vociferans,0.883265848,0.479054046,1,1,0,4.78515625,0.576185464,0
82,Cassin's Kingbird,Black Phoebe,Tyrannus_vociferans,Sayornis_nigricans,Tyrannidae,Tyrannidae,0,0,0.630900378,0.130345472,0.866172969,0.006872268,-1.963648239,-0.132191754,-4.082083952,36.59546793,3.366071429,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,2,3,19.75,18.3,15.5,14.70369398,45.6,18.65,6.640341227,0.32397224,Node4,Tyrannus_vociferans,Sayornis_nigricans,0.945548291,0.492253459,1,1,0,11.33043687,0.398035287,0
83,Cassin's Kingbird,Greater Pewee,Tyrannus_vociferans,Contopus_pertinax,Tyrannidae,Tyrannidae,0,0,0.807327593,0,0,0,-4.605170186,-4.605170186,-4.605170186,36.59546793,2.9375,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,3,3,19.75,18.3,19.13,18.3,45.6,27.2,8.083886514,0.455780252,Node4,Contopus_pertinax,Tyrannus_vociferans,0.718812036,0.178593695,1,1,0,8.62890625,0.651777842,0
84,Cassin's Kingbird,Western Wood-Pewee,Tyrannus_vociferans,Contopus_sordidulus,Tyrannidae,Tyrannidae,0,0,0.778132397,0.252036034,2.324494972,0.082309891,-1.33927325,0.847795582,-2.382603982,36.59546793,2.625,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,3,3,19.75,18.3,12.9,11.9,45.6,13.1,8.70239825,0.258440734,Node4,Tyrannus_vociferans,Contopus_sordidulus,1.116823839,0.652630202,1,1,0,6.890625,0.605490027,0
85,Cassin's Kingbird,Cordilleran Flycatcher,Tyrannus_vociferans,Empidonax_occidentalis,Tyrannidae,Tyrannidae,0,0,0.432944006,0.036713387,0.978437081,0.00410926,-3.063724496,-0.011630289,-4.26092396,36.59546794,2.933333334,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,3,3,19.75,18.3,11.09582499,11.19684533,45.6,11.6,6.417670211,0.438227635,Node4,Tyrannus_vociferans,Empidonax_occidentalis,1.170001119,0.759331667,1,1,0,8.604444448,0.187440512,0
86,Cassin's Kingbird,Vermilion Flycatcher,Tyrannus_vociferans,Pyrocephalus_rubinus,Tyrannidae,Tyrannidae,0,0,0.488450226,0.210179245,1.441533531,0.026602653,-1.513313314,0.372620605,-3.307634555,36.59546793,3.241071429,insectivoreairsallier,NA,NA,insectivoreairsallier,NA,NA,1,1,1,3,1,no,no,0,4,5,0,3,2,3,19.75,18.3,9.24,9.67,45.6,14.4,5.84610888,0.188644931,Node4,Tyrannus_vociferans,Pyrocephalus_rubinus,1.073629131,0.871557001,1,1,0,10.50454401,0.238583623,0
87,Cassin's Kingbird,Lucy's Warbler,Tyrannus_vociferans,Vermivora_luciae,Tyrannidae,Parulidae,0,0,0.612946018,0.242691647,1.290699627,0.032430845,-1.37558532,0.262902294,-3.159879705,133.723291,3,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,yes,0,4,5,0,3,3,3,19.75,18.3,8.542857143,8.4,45.6,6.6,9.665277693,-0.042456663,Node2,Vermivora_luciae,Tyrannus_vociferans,1.390265467,0.915455067,0,1,0,9,0.375702821,0
88,Cassin's Kingbird,Virginia's Warbler,Tyrannus_vociferans,Vermivora_virginiae,Tyrannidae,Parulidae,0,0,0.447566104,0.06650436,0.535415284,0.007765995,-2.570407546,-0.606207785,-4.030469042,133.723291,2.625,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,9.4,9.4,45.6,8.2,8.559426992,0.247366336,Node2,Vermivora_virginiae,Tyrannus_vociferans,1.3098754,0.861651787,0,1,0,6.890625,0.200315417,0
89,Cassin's Kingbird,Orange-crowned Warbler,Tyrannus_vociferans,Vermivora_celata,Tyrannidae,Parulidae,0,0,0.318436369,0.211111111,1.142611684,0.001088202,-1.509089939,0.142030397,-4.501873619,133.723291,3.034722222,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,11.2,11.1,45.6,8.9,9.293172811,0.02734696,Node2,Vermivora_celata,Tyrannus_vociferans,1.27822394,0.75315318,0,1,0,9.209538965,0.101401721,0
90,Cassin's Kingbird,Yellow Warbler,Tyrannus_vociferans,Dendroica_petechia,Tyrannidae,Parulidae,0,0,0.647156142,0.224846213,2.440683852,0.038632444,-1.448824392,0.896367109,-3.023464399,133.7232911,3.4375,insectivoreairsallier,NA,NA,insectivorelowercanopy/shrubgleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,10.82633614,10.68562925,45.6,9.4,9.547730031,0.190999868,Node2,Dendroica_petechia,Tyrannus_vociferans,1.256661461,0.77535269,0,1,0,11.81640625,0.418811072,0
91,Cassin's Kingbird,(Audubon's Warbler) Yellow-rumpedWarbler,Tyrannus_vociferans,Dendroica_coronata,Tyrannidae,Parulidae,0,0,0.415625682,0.054522858,0.316378659,0.003298054,-2.74073573,-1.119697041,-4.32013757,133.7232911,2.526785715,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,9.586111111,9.4,45.6,12.1,8.486332781,0.326956185,Node2,Dendroica_coronata,Tyrannus_vociferans,1.151825622,0.850198918,0,1,0,6.38464605,0.172744708,0
92,Cassin's Kingbird,Grace's Warbler,Tyrannus_vociferans,Dendroica_graciae,Tyrannidae,Parulidae,0,0,0.712909108,0.029554937,0.241648371,0.007094796,-3.230064763,-1.379722519,-4.068981189,133.7232911,2.125,insectivoreairsallier,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,9.544444444,9.5,45.6,8.1,8.07062794,0.344489828,Node2,Tyrannus_vociferans,Dendroica_graciae,1.314550743,0.852756847,0,1,0,4.515625,0.508239396,0
93,Cassin's Kingbird,Black-throated Gray Warbler,Tyrannus_vociferans,Dendroica_nigrescens,Tyrannidae,Parulidae,0,0,0.395504128,0.084692436,0.904711646,0.016218691,-2.357121155,-0.089146404,-3.641282726,133.7232911,3.430555556,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,3,3,19.75,18.3,9.1,9.1,45.6,8.7,8.882616321,0.355777868,Node2,Dendroica_nigrescens,Tyrannus_vociferans,1.287083793,0.880272161,0,1,0,11.76871142,0.156423515,0
94,Cassin's Kingbird,Common Yellowthroat,Tyrannus_vociferans,Geothlypis_trichas,Tyrannidae,Parulidae,0,0,0.565369989,0.068996786,0.482292999,0.004966862,-2.538348111,-0.708681213,-4.201916722,133.7232911,2.541666667,insectivoreairsallier,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,0,1,0.333333333,no,no,0,4,5,0,3,2,3,19.75,18.3,11.08717949,9.25,45.6,9.45,8.361220561,0.302926295,Node2,Tyrannus_vociferans,Geothlypis_trichas,1.254548913,0.759844755,0,1,0,6.460069446,0.319643224,0
95,Cassin's Kingbird,Yellow-breasted Chat,Tyrannus_vociferans,Icteria_virens,Tyrannidae,Parulidae,0,0,0.56311057,0.193437524,2.39435807,0.033733542,-1.592396329,0.877282953,-3.12963992,133.7232911,2.330357143,insectivoreairsallier,NA,NA,omnivorelowercanopyforager,NA,NA,0,0,0,0,0,no,no,0,4,3,0,3,3,3,19.75,18.3,14.1,14.41747285,45.6,27.65,5.056717457,0.419046781,Node2,Tyrannus_vociferans,Icteria_virens,0.707306149,0.58049866,0,1,0,5.430564414,0.317093514,0
