pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
1396,Chestnut-sided Warbler,Golden-crowned Kinglet,Dendroica_pensylvanica,Regulus_satrapa,Parulidae,Regulidae,0,0,0.572437591,0.123339712,0.745531069,0.013247964,-2.014855182,-0.280334374,-3.761537721,87.3712176,2.238095238,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,9.783333334,9.4,6.88,6.88,9.3,6.2,5.51353073,0.340766346,Node55,Regulus_satrapa,Dendroica_pensylvanica,0.636761422,0.593347795,0,1,0,5.009070294,0.327684796,0
1397,Chestnut-sided Warbler,Ruby-crowned Kinglet,Dendroica_pensylvanica,Regulus_calendula,Parulidae,Regulidae,0,0,0.664201167,0.066819819,0.558912517,0.008321306,-2.566292612,-0.564028605,-3.999690634,87.3712176,2.875,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,9.783333334,9.4,7.709917954,7.666623526,9.3,6.2,6.262524858,0.340322578,Node55,Regulus_calendula,Dendroica_pensylvanica,0.636761422,0.488029417,0,1,0,8.265625,0.44116319,0
1398,Bay-breasted Warbler,Blackburnian Warbler,Dendroica_castanea,Dendroica_fusca,Parulidae,Parulidae,0,1,0.643434617,0.110043614,2.792374826,0.013675205,-2.119900152,1.03046721,-3.743326981,7.476938747,2.375,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,10.36,9.6,9.9,11.10980392,11.8,9.75,4.953525472,0.493160335,Node116,Dendroica_castanea,Dendroica_fusca,0.436843503,0.213113772,1,1,0,5.640625,0.414008106,0
1399,Bay-breasted Warbler,Black-throated Green Warbler,Dendroica_castanea,Dendroica_virens,Parulidae,Parulidae,0,0,0.853264372,0.170879845,1.228252767,0.015075805,-1.709922308,0.213701327,-3.685851842,10.3551478,3.033333334,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,10.36,9.6,12.8,12.7,11.8,8.7,5.108105274,0.150515234,Node113,Dendroica_virens,Dendroica_castanea,0.552065672,0.459883609,1,1,0,9.201111115,0.728060089,0
1400,Bay-breasted Warbler,American Redstart,Dendroica_castanea,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.884339135,0.111985091,1.097974612,0.014697325,-2.103856447,0.102533675,-3.701060341,10.35514779,3.2421875,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,10.36,9.6,8.5,8.8,11.8,8.25,4.287386957,0.371100617,Node113,Setophaga_ruticilla,Dendroica_castanea,0.598236016,0.444843875,1,1,0,10.51177979,0.782055706,0
1401,Bay-breasted Warbler,Golden-crowned Kinglet,Dendroica_castanea,Regulus_satrapa,Parulidae,Regulidae,0,0,0.710107686,0.080842249,1.018244367,0.013650833,-2.398630804,0.02785285,-3.744356943,87.3712176,2.821428572,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,10.36,9.6,6.88,6.88,11.8,6.2,5.399042989,0.421880478,Node55,Regulus_satrapa,Dendroica_castanea,0.802215831,0.639791829,0,1,0,7.960459187,0.504252926,0
1402,Blackpoll Warbler,Blackburnian Warbler,Dendroica_striata,Dendroica_fusca,Parulidae,Parulidae,0,1,0.270902158,0.023295455,0.101053342,0.000419738,-3.402334378,-2.197744635,-4.564053387,7.476938747,2.580357143,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,10.1,10,9.9,11.10980392,11.85,9.75,7.898243508,0.358841618,Node116,Dendroica_striata,Dendroica_fusca,0.441656634,0.141423713,1,1,0,6.658242985,0.073387979,0
1403,Blackpoll Warbler,Black-throated Green Warbler,Dendroica_striata,Dendroica_virens,Parulidae,Parulidae,0,0,0.498827956,0.128868427,0.52942223,0.008894453,-1.974228362,-0.617256657,-3.968886892,10.3551478,2.611607143,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,10.1,10,12.8,12.7,11.85,8.7,6.730236037,-0.002287078,Node113,Dendroica_virens,Dendroica_striata,0.55588204,0.486733754,1,1,0,6.820491869,0.24882933,0
1404,Blackpoll Warbler,American Redstart,Dendroica_striata,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.417420579,0.215078259,1.283144564,0.005962703,-1.491307119,0.257076899,-4.13750034,10.35514779,3.708333334,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,10.1,10,8.5,8.8,11.85,8.25,7.783756493,0.132779569,Node113,Setophaga_ruticilla,Dendroica_striata,0.601759642,0.415294185,1,1,0,13.75173612,0.17423994,0
1405,Blackburnian Warbler,Black-throated Green Warbler,Dendroica_fusca,Dendroica_virens,Parulidae,Parulidae,1,0,0.933468273,0.231500832,2.883124009,0.059688894,-1.420882361,1.06233689,-2.663714314,10.35514781,2.6875,insectivoreuppercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,9.9,11.10980392,12.8,12.7,9.75,8.7,6.887210948,0.203863625,Node113,Dendroica_fusca,Dendroica_virens,0.337556305,0.506863309,1,1,0,7.22265625,0.871363017,0
1406,Blackburnian Warbler,Pine Warbler,Dendroica_fusca,Dendroica_pinus,Parulidae,Parulidae,0,0,0.443744887,0.093472663,1.351748371,0.016298849,-2.268447827,0.308769441,-3.638230105,10.35514779,2.992424243,insectivoreuppercanopygleaner,NA,NA,insectivorebarkgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.9,11.10980392,12.05,11.575,9.75,11.2,7.008289995,-0.000150955,Node113,Dendroica_fusca,Dendroica_pinus,0.372352646,0.443316933,1,1,0,8.95460285,0.196909525,0
1407,Blackburnian Warbler,Prairie Warbler,Dendroica_fusca,Dendroica_discolor,Parulidae,Parulidae,0,0,0.314121894,0.011858974,1.482371795,0.004941239,-3.823143732,0.400366663,-4.203630171,10.3551478,2.803571429,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,9.9,11.10980392,10.1,9.8,9.75,7.65,4.187768843,0.365762602,Node113,Dendroica_fusca,Dendroica_discolor,0.492505469,0.141423713,1,1,0,7.860012758,0.098672564,0
1408,Blackburnian Warbler,Ovenbird,Dendroica_fusca,Seiurus_aurocapilla,Parulidae,Parulidae,0,0,0.961223962,0.492236772,1.548751792,0.053042477,-0.688683613,0.443885368,-2.763946542,22.06448486,3.1625,insectivoreuppercanopygleaner,NA,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,9.9,11.10980392,9.578567814,9.578567814,9.75,18.8,4.843621812,0.450845111,Node93,Seiurus_aurocapilla,Dendroica_fusca,0.810302156,0.181677389,1,1,0,10.00140625,0.923951505,0
1409,Blackburnian Warbler,Northern Waterthrush,Dendroica_fusca,Seiurus_noveboracensis,Parulidae,Parulidae,0,0,0.840118241,0.061131414,0.798465553,0.012567197,-2.643226211,-0.212617207,-3.791257887,18.39468331,2.9140625,insectivoreuppercanopygleaner,NA,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,9.9,11.10980392,13.98212018,13.5491759,9.75,16.3,5.780074473,0.109363494,Node95,Seiurus_noveboracensis,Dendroica_fusca,0.71686667,0.587575209,1,1,0,8.491760254,0.705798659,0
1410,Blackburnian Warbler,Mourning Warbler,Dendroica_fusca,Oporornis_philadelphia,Parulidae,Parulidae,0,0,0.71731263,0.073865272,2.528745142,0.012722625,-2.478543673,0.93166992,-3.784394155,18.36367548,3.866071429,insectivoreuppercanopygleaner,NA,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.9,11.10980392,11.4,11.4,9.75,11.75,5.488504653,0.173031092,Node98,Oporornis_philadelphia,Dendroica_fusca,0.431955965,0.375604311,1,1,0,14.94650829,0.514537409,0
1411,Blackburnian Warbler,Common Yellowthroat,Dendroica_fusca,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.99011117,0.241337512,0.766703796,0.028455863,-1.380958574,-0.252696216,-3.258244111,18.36367548,3.708333334,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,9.9,11.10980392,11.08717949,9.25,9.75,9.45,6.297370887,0.075686711,Node98,Dendroica_fusca,Geothlypis_trichas,0.176783889,0.336533331,1,1,0,13.75173612,0.980320129,0
1412,Blackburnian Warbler,Canada Warbler,Dendroica_fusca,Wilsonia_canadensis,Parulidae,Parulidae,0,0,0.790387336,0.068743331,1.242381771,0.013259596,-2.541561691,0.225047155,-3.761037501,17.36495462,3.198863637,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.9,11.10980392,10.7,10.7,9.75,10.05,4.13960258,0.236604793,Node110,Dendroica_fusca,Wilsonia_canadensis,0.174084317,0.278763312,1,1,0,10.23272857,0.624712141,0
1413,Blackburnian Warbler,American Redstart,Dendroica_fusca,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.955360361,0.14400612,1.287272574,0.035448088,-1.870762937,0.260264041,-3.091184527,10.3551478,2.952380952,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,9.9,11.10980392,8.5,8.8,9.75,8.25,2.914237773,0.455458847,Node113,Dendroica_fusca,Setophaga_ruticilla,0.408722503,0.39047227,1,1,0,8.716553286,0.912713419,0
1414,Blackburnian Warbler,Black-capped Chickadee,Dendroica_fusca,Parus_atricapillus,Parulidae,Paridae,0,0,0.910752193,0.283305553,1.401369229,0.043102513,-1.22654037,0.344560318,-2.935531026,89.23698797,3.410714286,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,9.9,11.10980392,8.875,9.25,9.75,10.8,11.86450219,-0.10631261,Node42,Parus_atricapillus,Dendroica_fusca,0.319810646,0.330600093,0,0,0,11.63297194,0.829469557,0
1415,Blackburnian Warbler,Golden-crowned Kinglet,Dendroica_fusca,Regulus_satrapa,Parulidae,Regulidae,0,0,0.669489126,0.119855774,1.734052349,0.035017189,-2.041330875,0.556211342,-3.100710884,87.37121761,2.8125,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.9,11.10980392,6.88,6.88,9.75,6.2,4.546336971,0.245974017,Node55,Dendroica_fusca,Regulus_satrapa,0.672843216,0.603254594,0,1,0,7.91015625,0.44821569,0
1416,Blackburnian Warbler,Ruby-crowned Kinglet,Dendroica_fusca,Regulus_calendula,Parulidae,Regulidae,0,0,0.735688894,0.085904395,1.721989369,0.015096694,-2.344403469,0.549270672,-3.685019155,87.37121761,3.208333333,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.9,11.10980392,7.709917954,7.666623526,9.75,6.2,7.994867166,0.082822218,Node55,Dendroica_fusca,Regulus_calendula,0.672843216,0.50002721,0,1,0,10.29340278,0.541238149,0
1417,Yellow-throated Warbler,Black-throated Green Warbler,Dendroica_dominica,Dendroica_virens,Parulidae,Parulidae,0,0,0.309077918,0,0,0,-4.605170186,-4.605170186,-4.605170186,9.215287585,2.087090164,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivoreuppercanopygleaner,NA,NA,1,1,1,3,0.833333333,no,no,0,5,5,1,3,3,3,13.69,13.6618641,12.8,12.7,9.7,8.7,4.87553244,0.364131512,Node122,Dendroica_dominica,Dendroica_virens,0.329852785,0.259269104,1,1,0,4.355945353,0.095529159,0
1418,Yellow-throated Warbler,Pine Warbler,Dendroica_dominica,Dendroica_pinus,Parulidae,Parulidae,1,0,0.654668104,0.310345371,2.933439746,0.04267521,-1.138355581,1.079578879,-2.943610333,7.333665926,2.8,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorebarkgleaner,NA,NA,1,1,1,3,0.833333333,no,no,0,5,5,1,3,3,3,13.69,13.6618641,12.05,11.575,9.7,11.43333333,4.14603302,0.502600852,Node124,Dendroica_pinus,Dendroica_dominica,0.405471552,0.357212793,1,1,0,7.84,0.428590326,0
1419,Yellow-throated Warbler,Prairie Warbler,Dendroica_dominica,Dendroica_discolor,Parulidae,Parulidae,0,0,0.61278439,0.05553456,0.592167479,0.010235008,-2.725177642,-0.507219668,-3.900341105,9.215287583,2.6328125,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,13.69,13.6618641,10.1,9.8,9.7,7.65,2.883390294,0.317479933,Node122,Dendroica_dominica,Dendroica_discolor,0.487257876,0.551480023,1,1,0,6.93170166,0.375504709,0
1420,Yellow-throated Warbler,Ovenbird,Dendroica_dominica,Seiurus_aurocapilla,Parulidae,Parulidae,0,0,0.618920586,0.19296607,1.558008289,0.030205201,-1.594716457,0.449806208,-3.213758914,22.06448485,3.140625,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,mulluscovoregroundgleaner,insectivoregroundgleaner,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,13.69,13.6618641,9.578567814,9.578567814,9.7,18.63333333,4.14402198,0.479264932,Node93,Seiurus_aurocapilla,Dendroica_dominica,0.807976612,0.597609869,1,1,0,9.863525391,0.383062692,0
1421,Yellow-throated Warbler,Louisiana Waterthrush,Dendroica_dominica,Seiurus_motacilla,Parulidae,Parulidae,0,0,0.754210237,0.073809974,2.550564235,0.017683607,-2.479203257,0.940227639,-3.586914846,18.39468331,2.277777778,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorefreshwatershoregleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,13.69,13.6618641,13.2,13.5,9.7,19.9,2.772498146,0.314410127,Node95,Seiurus_motacilla,Dendroica_dominica,0.847699148,0.190915714,1,1,0,5.188271606,0.568833082,0
1422,Yellow-throated Warbler,Kentucky Warbler,Dendroica_dominica,Oporornis_formosus,Parulidae,Parulidae,0,0,0.800287095,0.066118085,1.526580605,0.014177977,-2.575469395,0.429559561,-3.722313101,18.36367548,2.916666667,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivoregroundgleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,13.69,13.6618641,11.8,11.62021596,9.7,14,3.98629487,0.243005257,Node98,Oporornis_formosus,Dendroica_dominica,0.605748664,0.385442743,1,1,0,8.506944446,0.640459434,0
1423,Yellow-throated Warbler,Common Yellowthroat,Dendroica_dominica,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.956098088,0.16026452,0.867228699,0.017201337,-1.770402051,-0.130987546,-3.604489152,18.36367548,3.03515625,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,2,3,13.69,13.6618641,11.08717949,9.25,9.7,9.45,3.075754167,0.413204902,Node98,Dendroica_dominica,Geothlypis_trichas,0.16158943,0.459212586,1,1,0,9.212173462,0.914123554,0
1424,Yellow-throated Warbler,Yellow-breasted Chat,Dendroica_dominica,Icteria_virens,Parulidae,Parulidae,0,0,0.87966506,0.14123796,0.751561996,0.015024714,-1.888900789,-0.272383697,-3.687891382,33.70168962,2.75,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,omnivorelowercanopyforager,NA,NA,0,0,0,0,0,no,no,0,5,3,0,3,3,3,13.69,13.6618641,14.1,14.41747285,9.7,25.81666667,9.640365135,0.269407818,Node92,Dendroica_dominica,Icteria_virens,0.98939092,0.171782299,1,1,0,7.5625,0.773810618,0
1425,Yellow-throated Warbler,Hooded Warbler,Dendroica_dominica,Wilsonia_citrina,Parulidae,Parulidae,0,0,0.754516343,0.105281211,1.865657091,0.018762223,-2.160380822,0.628959047,-3.548692454,11.521023,3.433035715,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,13.69,13.6618641,10,10,9.7,10.55,4.713444417,0.384628534,Node111,Dendroica_dominica,Wilsonia_citrina,0.289827491,0.560428895,1,1,0,11.78573422,0.569294912,0
1426,Yellow-throated Warbler,American Redstart,Dendroica_dominica,Setophaga_ruticilla,Parulidae,Parulidae,0,0,0.674970427,0.06884127,1.632889834,0.013802964,-2.540318688,0.496456785,-3.737945168,9.79962927,3.683712121,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,insectivoreairsallier,NA,1,0,1,2,0.5,no,no,0,5,5,1,3,3,3,13.69,13.6618641,8.5,8.8,9.7,8.25,4.052733938,0.288106049,Node121,Dendroica_dominica,Setophaga_ruticilla,0.402383754,0.690361844,1,1,0,13.56973499,0.455585077,0
1427,Yellow-throated Warbler,Tufted Titmouse,Dendroica_dominica,Baeolophus_bicolor,Parulidae,Paridae,0,0,0.958875545,0.501013092,1.443077556,0.031357057,-0.671360069,0.37368376,-3.185512207,89.23698799,3.19047619,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,13.69,13.6618641,11.65,12,9.7,21.6,8.670570012,0.099661553,Node42,Dendroica_dominica,Baeolophus_bicolor,0.894744337,0.40169573,0,0,0,10.17913832,0.919442311,0
1428,Yellow-throated Warbler,Carolina Chickadee,Dendroica_dominica,Parus_carolinensis,Parulidae,Paridae,0,0,0.885085437,0.127215367,1.199719319,0.018007083,-1.986203566,0.190388365,-3.575297837,89.23698797,3.5,insectivoreuppercanopygleaner,insectivorebarkgleaner,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,13.69,13.6618641,8.25,8.4,9.7,10,5.852918584,0.111003676,Node42,Dendroica_dominica,Parus_carolinensis,0.174525664,0.711654719,0,0,0,12.25,0.783376231,0
1429,Grace's Warbler,Black-throated Gray Warbler,Dendroica_graciae,Dendroica_nigrescens,Parulidae,Parulidae,0,1,0.680137893,0.162183487,1.695421309,0.067403048,-1.759194586,0.533812182,-2.558729119,1.359973031,2.227272728,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.544444444,9.5,9.1,9.1,8.1,8.7,2.962597548,0.581291852,Node129,Dendroica_nigrescens,Dendroica_graciae,0.267318095,0.218368583,1,1,0,4.960743805,0.462587553,0
1430,Grace's Warbler,Bridled Titmouse,Dendroica_graciae,Baeolophus_wollweberi,Parulidae,Paridae,0,0,0.660107947,0.017787524,0.234885621,0.006695745,-3.583168136,-1.406964031,-4.092601382,89.23698799,3.3125,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,yes,0,5,5,1,3,3,3,9.544444444,9.5,9.42,9.42,8.1,10.4,5.648153277,0.351529218,Node42,Dendroica_graciae,Baeolophus_wollweberi,0.499941741,0.114560739,0,0,0,10.97265625,0.435742502,0
1431,Grace's Warbler,Bushtit,Dendroica_graciae,Psaltriparus_minimus,Parulidae,Aegithalidae,0,0,0.791497666,0.041721781,0.462500521,0.012271282,-2.96187629,-0.749716429,-3.804457233,89.23698796,3.375,insectivoreuppercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,4,0,3,3,3,9.544444444,9.5,7.61,8.12,8.1,5.3,9.155290205,0.172323545,Node42,Psaltriparus_minimus,Dendroica_graciae,0.651273553,0.475916043,0,0,0,11.390625,0.626468555,0
1432,Black-throated Gray Warbler,Townsend's Warbler,Dendroica_nigrescens,Dendroica_townsendi,Parulidae,Parulidae,0,1,0.336759647,0.094429644,1.1688292,0.021362015,-2.259241697,0.164521743,-3.462157832,4.339769899,1.919642857,insectivorelowercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.1,9.1,8.931103603,8.931103603,8.7,8.85,2.058129532,0.600577002,Node126,Dendroica_nigrescens,Dendroica_townsendi,0.130745682,0.13687382,1,1,0,3.685028698,0.11340706,0
1433,Black-throated Gray Warbler,Hermit Warbler,Dendroica_nigrescens,Dendroica_occidentalis,Parulidae,Parulidae,0,1,0.806968744,0.1764741,1.021888498,0.021446673,-1.679462924,0.031390617,-3.459462088,4.339769899,2.133928572,insectivorelowercanopygleaner,NA,NA,omnivoreuppercanopyforager,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,3,3,9.1,9.1,8.786788844,8.786788844,8.7,10.4,3.045327587,0.449266507,Node126,Dendroica_nigrescens,Dendroica_occidentalis,0.422472225,0.187149907,1,1,0,4.55365115,0.651198554,0
1434,Black-throated Gray Warbler,Common Yellowthroat,Dendroica_nigrescens,Geothlypis_trichas,Parulidae,Parulidae,0,0,0.686338871,0,0,0,-4.605170186,-4.605170186,-4.605170186,18.36367549,3.630681818,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,2,3,9.1,9.1,11.08717949,9.25,8.7,9.45,2.323138494,0.469723846,Node98,Dendroica_nigrescens,Geothlypis_trichas,0.287561673,0.444426627,1,1,0,13.18185046,0.471061046,0
1435,Black-throated Gray Warbler,Yellow-breasted Chat,Dendroica_nigrescens,Icteria_virens,Parulidae,Parulidae,0,0,0.501068513,0.004954955,0.09009009,0.002291667,-4.202712596,-2.301684599,-4.398833726,33.70168963,3.553571429,insectivorelowercanopygleaner,NA,NA,omnivorelowercanopyforager,NA,NA,0,1,0,1,0.333333333,no,no,0,5,3,0,3,3,3,9.1,9.1,14.1,14.41747285,8.7,27.65,11.31758816,0.398488584,Node92,Dendroica_nigrescens,Icteria_virens,1.075315164,0.66174042,1,1,0,12.6278699,0.251069655,0
1436,Black-throated Gray Warbler,Painted Redstart,Dendroica_nigrescens,Myioborus_pictus,Parulidae,Parulidae,0,0,0.667658646,0.106565241,1.464751071,0.044228905,-2.149304154,0.38848921,-2.91454121,17.36495463,2.4375,insectivorelowercanopygleaner,NA,NA,insectivoreairsallier,insectivorebarkgleaner,insectivoregroundgleaner,1,0,1,2,0.555555556,no,no,0,5,5,1,3,3,3,9.1,9.1,8.3,8.4,8.7,9.8,3.237391324,0.504335529,Node110,Dendroica_nigrescens,Myioborus_pictus,0.345049794,0.30334617,1,1,0,5.94140625,0.445768068,0
1437,Black-throated Gray Warbler,Red-faced Warbler,Dendroica_nigrescens,Cardellina_rubrifrons,Parulidae,Parulidae,0,0,0.697836709,0.154538642,1.600585999,0.016745319,-1.804609831,0.476598087,-3.621395812,17.36495464,2.5,insectivorelowercanopygleaner,NA,NA,insectivoreuppercanopygleaner,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.1,9.1,8.6,8.6,8.7,9.8,1.935675708,0.46463045,Node110,Dendroica_nigrescens,Cardellina_rubrifrons,0.345049794,0.23772297,1,1,0,6.25,0.486976072,0
1438,Black-throated Gray Warbler,Juniper Titmouse,Dendroica_nigrescens,Baeolophus_ridgwayi,Parulidae,Paridae,0,0,0.767692225,0.213565043,2.975821456,0.062191597,-1.498052887,1.093874904,-2.628431625,89.23698799,3.875,insectivorelowercanopygleaner,NA,NA,omnivorelowercanopyforager,NA,NA,0,1,0,1,0.333333333,no,yes,0,5,5,1,3,3,3,9.1,9.1,13.01521129,13.23168343,8.7,16.15,3.338880306,0.289897567,Node42,Dendroica_nigrescens,Baeolophus_ridgwayi,0.786509392,0.598200935,0,1,0,15.015625,0.589351352,0
1439,Black-throated Gray Warbler,Bridled Titmouse,Dendroica_nigrescens,Baeolophus_wollweberi,Parulidae,Paridae,1,0,0.588449064,0.281905745,4.789371428,0.113814507,-1.23132432,1.568484957,-2.088970745,89.23698799,2.5625,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,yes,0,5,5,1,3,3,3,9.1,9.1,9.42,9.42,8.7,10.4,5.159664298,0.234120558,Node42,Dendroica_nigrescens,Baeolophus_wollweberi,0.422472225,0.185905016,0,0,0,6.56640625,0.346272301,0
1440,Black-throated Gray Warbler,Mexican Chickadee,Dendroica_nigrescens,Parus_sclateri,Parulidae,Paridae,0,0,0.609614972,0.153846154,1.344286781,0.01754386,-1.808827377,0.303274955,-3.591975636,89.23698798,2.1875,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,yes,0,5,5,1,3,3,3,9.1,9.1,11.81739879,12.39465783,8.7,10.09,5.246614643,0.363848696,Node42,Parus_sclateri,Dendroica_nigrescens,0.384995855,0.511173655,0,0,0,4.78515625,0.371630414,0
1441,Black-throated Gray Warbler,Bushtit,Dendroica_nigrescens,Psaltriparus_minimus,Parulidae,Aegithalidae,1,0,0.773697182,0.121209136,1.459022044,0.036954006,-2.030962771,0.384596903,-3.058586752,89.23698796,3.660714286,insectivorelowercanopygleaner,NA,NA,insectivorelowercanopygleaner,NA,NA,1,1,1,3,1,no,no,0,5,4,0,3,3,3,9.1,9.1,7.61,8.12,8.7,5.3,8.364245678,0.053715062,Node42,Psaltriparus_minimus,Dendroica_nigrescens,0.704000146,0.422860783,0,0,0,13.40082908,0.598607329,0
